word,pinyin,pos,english
对话,duìhuà,V/N,
对面,duìmiàn,N,
多,duō,Adv,
多久,duōjiǔ,Pron,
多么,duōme,Adv,
多数,duōshù,N,
多云,duōyún,N,
而且,érqiě,Conj,
发,fā,V,
发现,fāxiàn,V/N,
饭馆,fànguǎn,N,
方便,fāngbiàn,Adj,
方便面,fāngbiànmiàn,N,
方法,fāngfǎ,N,
方面,fāngmiàn,N,
方向,fāngxiàng,N,
放下,fàngxia,,
放心,fàngxīn,,
分,fēn,V,
分开,fēnkāi,,
分数,fēnshù,N,
分钟,fēnzhōng,M,
份,fèn,M,
封,fēng,M,
服务,fúwù,V,
复习,fùxí,V,
该,gāi,V,
改,gǎi,V,
改变,gǎibiàn,V/N,
干杯,gānbēi,,
感到,gǎndào,V,
感动,gǎndòng,Adj/V,
感觉,gǎnjué,V/N,
感谢,gǎnxiè,V,
干活儿,gànhuór,,
刚,gāng,Adv,
刚才,gāngcái,N,
刚刚,gānggāng,Adv,
高级,gāojí,Adj,
高中,gāozhōng,N,
个子,gèzi,N,
更,gèng,Adv,
公共汽车,gōnggòng qìchē,,
公交车,gōngjiāochē,N,
公斤,gōngjīn,M,
公里,gōnglǐ,M,
公路,gōnglù,N,
公平,gōngpíng,Adj,
公司,gōngsī,N,
公园,gōngyuán,N,
狗,gǒu,N,
够,gòu,V/Adv,
故事,gùshi,N,
故意,gùyì,Adv,
顾客,gùkè,N,
关机,guānjī,,
关心,guānxīn,V,
观点,guāndiǎn,N,
广场,guǎngchǎng,N,
广告,guǎnggào,N,
国际,guójì,N,
过来,guòlái,V,
过年,guònián,,
过去,guòqù,V,
过,guo,Aux,
海,hǎi,N,
海边,hǎi biān,,
喊,hǎn,V,
好,hǎo,Adv,
好处,hǎochù,N,
好多,hǎoduō,Num,
好久,hǎojiǔ,Adj,
好人,hǎorén,N,
好事,hǎoshì,N,
好像,hǎoxiàng,Adv/V,
合适,héshì,Adj,
河,hé,N,
黑,hēi,Adj,
黑板,hēibǎn,N,
黑色,hēisè,N,
红,hóng,Adj,
红色,hóngsè,N,
后来,hòulái,N,
忽然,hūrán,Adv,
湖,hú,N,
护照,hùzhào,N,
花,huā,V,
花园,huāyuán,N,
画,huà,V,
画家,huàjiā,N,
画儿,huàr,N,
坏处,huàichù,N,
坏人,huàirén,N,
欢迎,huānyíng,V,
换,huàn,V,
黄,huáng,Adj,
黄色,huángsè,N,
回,huí,M,
回国,huí guó,,
会,huì,N,
活动,huódòng,V/N,
或,huò,Conj,
或者,huòzhě,Conj,
机会,jīhuì,N,
鸡,jī,N,
级,jí,N,
急,jí,Adj,
计划,jìhuà,N/V,
计算机,jìsuànjī,N,
加,jiā,V,
加油,jiāyóu,,
家,jiā,Suffix,
科学家,kēxuéjiā,N,
家庭,jiātíng,N,
家长,jiāzhǎng,N,
假,jiǎ,Adj,
假期,jiàqī,N,
检查,jiǎnchá,V/N,
见到,jiàndào,,
见过,jiànguo,,
件,jiàn,M,
健康,jiànkāng,Adj/N,
讲,jiǎng,V,
讲话,jiǎnghuà,,
交,jiāo,V,
交给,jiāo gěi,,
交朋友,jiāo péngyou,,
交通,jiāotōng,N,
角,jiǎo,M/N,
角度,jiǎodù,N,
饺子,jiǎozi,N,
脚,jiǎo,N,
叫作,jiàozuò,V,
教师,jiàoshī,N,
教室,jiàoshì,N,
教学,jiàoxué,N,
教育,jiàoyù,V/N,
接,jiē,V,
接到,jiēdào,,
接受,jiēshòu,V,
接下来,jiē xiàlái,,
接着,jiēzhe,V/Adv,
街,jiē,N,
节,jié,N/M,
节目,jiémù,N,
节日,jiérì,N,
结果,jiéguǒ,N/Conj,
借,jiè,V,
斤,jīn,M,
今后,jīnhòu,N,
进入,jìnrù,V,
进行,jìnxíng,V,
近,jìn,Adj,
经常,jīngcháng,Adv,
经过,jīngguò,V/N,
经理,jīnglǐ,N,
酒,jiǔ,N,
酒店,jiǔdiàn,N,
就要,jiùyào,Adv,
举,jǔ,V,
举手,jǔshǒu,V,
举行,jǔxíng,V,
句,jù,M,
句子,jùzi,N,
卡,kǎ,N,
开机,kāijī,,
开心,kāixīn,Adj/V,
开学,kāixué,,
看法,kànfǎ,N,
考生,kǎoshēng,N,
靠,kào,V,
科,kē,N,
科学,kēxué,N/Adj,
可爱,kě'ài,Adj,
可能,kěnéng,V/Adj/N,
可怕,kěpà,Adj,
可是,kěshì,Conj,
可以,kěyǐ,V,
克,kè,M,
刻,kè,M,
客人,kèrén,N,
课堂,kètáng,N,
空气,kōngqì,N,
哭,kū,V,
快餐,kuàicān,N,
快点儿,kuài diǎnr,,
快乐,kuàilè,Adj,
快要,kuàiyào,Adv,
筷子,kuàizi,N,
拉,lā,V,
来自,láizì,V,
蓝,lán,Adj,
蓝色,lánsè,N,
篮球,lánqiú,N,
老,lǎo,Adv,
老,lǎo,Prefix,
老王,Lǎo Wáng,Name,
老年,lǎonián,N,
老朋友,lǎo péngyou,,
老是,lǎoshì,Adv,
离,lí,V/Prep,
离开,líkāi,,
礼物,lǐwù,N,
里头,lǐtou,N,
理想,lǐxiǎng,N,
例如,lìrú,V,
例子,lìzi,N,
脸,liǎn,N,
练,liàn,V,
练习,liànxí,V/N,
凉,liáng,Adj,
凉快,liángkuai,Adj,
两,liǎng,M,
亮,liàng,Adj/V,
辆,liàng,M,
零下,líng xià,,
留,liú,V,
留下,liúxia,,
留学生,liúxuéshēng,N,
流,liú,V,
流利,liúlì,Adj,
流行,liúxíng,V/Adj,
路边,lù biān,,
旅客,lǚkè,N,
旅行,lǚxíng,V,
旅游,lǚyóu,V,
绿,lǜ,Adj,
绿色,lǜsè,N,
卖,mài,V,
满,mǎn,Adj,
满意,mǎnyì,V,
猫,māo,N,
米,mǐ,M,
面,miàn,N/M,
面,miàn,N,
面前,miànqián,N,
名,míng,N/M,
名称,míngchēng,N,
名单,míngdān,N,
明星,míngxīng,N,
目的,mùdì,N,
拿出,náchū,,
拿到,nádào,,
那,nà,Conj,
那会儿,nàhuìr,Pron,
那么,nàme,Pron,
那时候,nà shíhou,,
那时,nà shí,,
那样,nàyàng,Pron,
南方,nánfāng,N,
难过,nánguò,Adj,
难看,nánkàn,Adj,
难受,nánshòu,Adj,
难题,nántí,N,
难听,nántīng,Adj,
能够,nénggòu,V,
年级,niánjí,N,
年轻,niánqīng,Adj,
鸟,niǎo,N,
弄,nòng,V,
努力,nǔlì,Adj,
爬,pá,V,
爬山,pá shān,,
怕,pà,V,
排,pái,N/M,
排队,páiduì,,
排球,páiqiú,N,
碰,pèng,V,
碰到,pèngdào,,
碰见,pèngjiàn,,
篇,piān,M,
便宜,piányi,Adj/N,
片,piàn,M,
漂亮,piàoliang,Adj,
平,píng,Adj,
平安,píng'ān,Adj,
平常,píngcháng,N/Adj,
平等,píngděng,Adj,
平时,píngshí,N,
瓶,píng,N/M,
瓶子,píngzi,N,
普通,pǔtōng,Adj,
普通话,pǔtōnghuà,N,
其他,qítā,Pron,
其中,qízhōng,N,
骑,qí,V,
骑车,qí chē,,
起飞,qǐfēi,V,
气,qì,V/N,
气温,qìwēn,N,
千,qiān,Num,
千克,qiānkè,M,
前年,qiánnián,N,
墙,qiáng,N,
青年,qīngnián,N,
青少年,qīng-shàonián,N,
轻,qīng,Adj,
清楚,qīngchu,Adj,
晴,qíng,Adj,
晴天,qíngtiān,N,
请客,qǐngkè,,
请求,qǐngqiú,V/N,
秋天,qiūtiān,N,
求,qiú,V,
球场,qiúchǎng,N,
球队,qiúduì,N,
球鞋,qiúxié,N,
取,qǔ,V,
取得,qǔdé,V,
全,quán,Adv/Adj,
全部,quánbù,N,
全国,quánguó,N,
全家,quánjiā,N,
全年,quánnián,N,
全身,quánshēn,N,
全体,quántǐ,N,
然后,ránhòu,Conj,
让,ràng,V/Prep,
热情,rèqíng,N/Adj,
人口,rénkǒu,N,
人们,rénmen,N,
人数,rénshù,N,
认为,rènwéi,V,
日报,rìbào,N,
日子,rìzi,N,
如果,rúguǒ,Conj,
入口,rùkǒu,N,
商量,shāngliang,V,
商人,shāngrén,N,
上周,shàng zhōu,,
少数,shǎoshù,N,
少年,shàonián,N,
身边,shēnbiān,N,
什么样,shénmeyàng,Pron,
生,shēng,V,
生词,shēngcí,N,
生活,shēnghuó,N/V,
声音,shēngyīn,N,
省,shěng,N,
省,shěng,V,
十分,shífēn,Adv,
实际,shíjì,N/Adj,
实习,shíxí,V/N,
实现,shíxiàn,V,
实在,shízài,Adv,
实在,shízai,Adj,
食物,shíwù,N,
使用,shǐyòng,V,
市,shì,N,
市长,shìzhǎng,N,
事情,shìqing,N,
收,shōu,V,
收到,shōudào,,
收入,shōurù,V/N,
手表,shǒubiǎo,N,
受到,shòudào,,
舒服,shūfu,Adj,
熟,shú,Adj,
熟,shóu,Adj,
数,shǔ,V,
数字,shùzì,N,
水平,shuǐpíng,N,
顺利,shùnlì,Adj,
说明,shuōmíng,V/N,
司机,sījī,N,
送到,sòngdào,,
送给,sòng gěi,,
算,suàn,V,
虽然,suīrán,Conj,
随便,suíbiàn,Adj,
随时,suíshí,Adv,
所以,suǒyǐ,Conj,
所有,suǒyǒu,Adj,
它,tā,Pron,
它们,tāmen,Pron,
太太,tàitai,N,
太阳,tàiyáng,N,
态度,tàidù,N,
讨论,tǎolùn,V,
套,tào,M,
特别,tèbié,Adj/Adv,
特点,tèdiǎn,N,
疼,téng,V,
提,tí,V,
提出,tíchū,,
提到,tídào,,
提高,tígāo,,
题,tí,N,
体育,tǐyù,N,
体育场,tǐyùchǎng,N,
体育馆,tǐyùguǎn,N,
天上,tiānshàng,N,
条,tiáo,M,
条件,tiáojiàn,N,
听讲,tīngjiǎng,,
听说,tīngshuō,V,
停,tíng,V,
停车,tíngchē,,
停车场,tíngchēchǎng,N,
挺,tǐng,Adv,
挺好,tǐng hǎo,,
通,tōng,V/Adj,
通过,tōngguò,Prep/V,
通知,tōngzhī,V/N,
同时,tóngshí,Conj/N,
同事,tóngshì,N,
同样,tóngyàng,Adj/Conj,
头,tóu,N/M,
头,tou,Suffix,
里头,lǐtou,N,
头发,tóufa,N,
图片,túpiàn,N,
推,tuī,V,
腿,tuǐ,N,
外地,wàidì,N,
外卖,wàimài,N/V,
完,wán,V,
完成,wánchéng,,
完全,wánquán,Adj/Adv,
晚安,wǎn'ān,V,
晚报,wǎnbào,N,
晚餐,wǎncān,N,
晚会,wǎnhuì,N,
碗,wǎn,N,
万,wàn,Num,
网,wǎng,N,
网球,wǎngqiú,N,
网站,wǎngzhàn,N,
往,wǎng,V/Prep,
为,wèi,Prep,
为什么,wèi shénme,,
位,wèi,M,
味道,wèidào,N,
喂,wèi,Intj,
温度,wēndù,N,
闻,wén,V,
问路,wènlù,V,
问题,wèntí,N,
午餐,wǔcān,N,
午睡,wǔshuì,N/V,
西北,xīběi,N,
西餐,xīcān,N,
西方,xīfāng,N,
西南,xīnán,N,
西医,xīyī,N,
习惯,xíguàn,N/V,
洗衣机,xǐyījī,N,
洗澡,xǐzǎo,,
下,xià,M,
下雪,xià xuě,,
下周,xià zhōu,,
夏天,xiàtiān,N,
相同,xiāngtóng,Adj,
相信,xiāngxìn,V,
响,xiǎng,Adj,
想到,xiǎngdào,,
想法,xiǎngfǎ,N,
想起,xiǎngqǐ,,
向,xiàng,Prep/V,
相机,xiàngjī,N,
像,xiàng,V,
小,xiǎo,Prefix,
小王,Xiǎo Wáng,Name,
小声,xiǎo shēng,,
小时候,xiǎoshíhou,N,
小说,xiǎoshuō,N,
小心,xiǎoxīn,Adj/V,
小组,xiǎozǔ,N,
校园,xiàoyuán,N,
校长,xiàozhǎng,N,
笑话,xiàohua,V,
笑话儿,xiàohuar,N,
鞋,xié,N,
心里,xīnlǐ,N,
心情,xīnqíng,N,
心中,xīnzhōng,N,
新闻,xīnwén,N,
信,xìn,N,
信号,xìnhào,N,
信息,xìnxī,N,
信心,xìnxīn,N,
信用卡,xìnyòngkǎ,N,
星星,xīngxing,N,
行动,xíngdòng,V/N,
行人,xíngrén,N,
行为,xíngwéi,N,
姓,xìng,N/V,
姓名,xìngmíng,N,
休假,xiūjià,,
许多,xǔduō,Num,
选,xuǎn,V,
学期,xuéqī,N,
雪,xuě,N,
颜色,yánsè,N,
眼,yǎn,N/M,
眼睛,yǎnjing,N,
养,yǎng,V,
样子,yàngzi,N,
要求,yāoqiú,V/N,
药,yào,N,
药店,yàodiàn,N,
药片,yàopiàn,N,
药水,yàoshuǐ,N,
也许,yěxǔ,Adv,
夜,yè,N,
夜里,yèlǐ,N,
一部分,yī bùfen,,
一定,yīdìng,Adj/Adv,
一共,yīgòng,Adv,
一会儿,yīhuìr,Adv,
一路平安,yīlù-píng'ān,,
一路顺风,yīlù-shùnfēng,,
已经,yǐjīng,Adv,
以后,yǐhòu,N,
以前,yǐqián,N,
以上,yǐshàng,N,
以外,yǐwài,N,
以为,yǐwéi,V,
以下,yǐxià,N,
椅子,yǐzi,N,
一般,yībān,Adj,
一点点,yī diǎndiǎn,,
一生,yīshēng,N,
一直,yīzhí,Adv,
亿,yì,Num,
意见,yìjiàn,N,
意思,yìsi,N,
因为,yīnwèi,Conj/Prep,
阴,yīn,Adj,
阴天,yīntiān,N,
音节,yīnjié,N,
音乐,yīnyuè,N,
音乐会,yīnyuèhuì,N,
银行,yínháng,N,
银行卡,yínhángkǎ,N,
应该,yīnggāi,V,
英文,Yīngwén,N,
英语,Yīngyǔ,N,
影片,yǐngpiàn,N,
影响,yǐngxiǎng,V/N,
永远,yǒngyuǎn,Adv,
油,yóu,N,
游客,yóukè,N,
友好,yǒuhǎo,Adj,
有空儿,yǒukòngr,V,
有人,yǒu rén,,
有点儿,yǒudiǎnr,Adv,
有一点儿,yǒuyīdiǎnr,Adv,
有意思,yǒu yìsi,,
又,yòu,Adv,
鱼,yú,N,
语言,yǔyán,N,
原来,yuánlái,Adj/Adv,
原因,yuányīn,N,
院,yuàn,N,
院长,yuànzhǎng,N,
院子,yuànzi,N,
愿意,yuànyì,V,
月份,yuèfèn,N,
月亮,yuèliang,N,
越,yuè,Adv,
越来越,yuè lái yuè,,
云,yún,N,
运动,yùndòng,V/N,
咱,zán,Pron,
咱们,zánmen,Pron,
脏,zāng,Adj,
早餐,zǎocān,N,
早晨,zǎochen,N,
早就,zǎo jiù,,
怎么办,zěnme bàn,,
怎么样,zěnmeyàng,Pron,
怎样,zěnyàng,Pron,
占,zhàn,V,
站,zhàn,V,
站住,zhànzhù,,
长,zhǎng,V,
长大,zhǎngdà,,
找出,zhǎochū,,
照顾,zhàogù,V,
照片,zhàopiàn,N,
照相,zhàoxiàng,,
这么,zhème,Pron,
这时候,zhè shíhou,,
这时,zhè shí,,
这样,zhèyàng,Pron,
真正,zhēnzhèng,Adj,
正常,zhèngcháng,Adj,
正好,zhènghǎo,Adj/Adv,
正确,zhèngquè,Adj,
正是,zhèngshì,V,
直接,zhíjiē,Adj,
只,zhǐ,Adv,
只能,zhǐ néng,,
只要,zhǐyào,Conj,
纸,zhǐ,N,
中餐,zhōngcān,N,
中级,zhōngjí,Adj,
中年,zhōngnián,N,
中小学,zhōng-xiǎoxué,,
中心,zhōngxīn,N,
中医,zhōngyī,N,
重点,zhòngdiǎn,N/Adv,
重视,zhòngshì,V,
周,zhōu,M,
周末,zhōumò,N,
周年,zhōunián,N,
主人,zhǔrén,N,
主要,zhǔyào,Adj,
住房,zhùfáng,N,
住院,zhùyuàn,,
装,zhuāng,V,
准确,zhǔnquè,Adj,
自己,zìjǐ,Pron,
自行车,zìxíngchē,N,
自由,zìyóu,N/Adj,
字典,zìdiǎn,N,
走过,zǒuguò,,
走进,zǒujìn,,
走开,zǒukāi,,
租,zū,V,
组,zǔ,V/N,
组成,zǔchéng,V,
组长,zǔzhǎng,N,
嘴,zuǐ,N,
最近,zuìjìn,N,
作家,zuòjiā,N,
作文,zuòwén,N,
作业,zuòyè,N,
作用,zuòyòng,N,
座,zuò,M,
座位,zuòwèi,N,
做到,zuòdào,,
做法,zuòfǎ,N,
做饭,zuòfàn,,
